temperature;pressure;kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
1.2167875e-05;-0.46680066;0.029932702;-9021.243;-9021.213;-2574.3706;0.0;0.0
1.2164753e-05;-0.4667769;0.029917851;-9021.262;-9021.231;-2574.2397;0.0;0.0
1.2161287e-05;-0.46675345;0.029902961;-9021.272;-9021.242;-2574.1104;0.0;0.0
1.2158125e-05;-0.46672726;0.029888177;-9021.279;-9021.249;-2573.9658;0.0;0.0
1.2154711e-05;-0.4667008;0.029874071;-9021.299;-9021.269;-2573.8198;0.0;0.0
1.2151858e-05;-0.46666673;0.02986192;-9021.315;-9021.285;-2573.6318;0.0;0.0
1.2149315e-05;-0.46661088;0.029849246;-9021.317;-9021.287;-2573.324;0.0;0.0
1.21462035e-05;-0.46658078;0.029834423;-9021.33;-9021.3;-2573.158;0.0;0.0
1.2142734e-05;-0.46653658;0.029819222;-9021.338;-9021.308;-2572.914;0.0;0.0
1.21394305e-05;-0.4664958;0.029807676;-9021.351;-9021.32;-2572.6892;0.0;0.0
1.2137606e-05;-0.46647188;0.029796373;-9021.363;-9021.333;-2572.5571;0.0;0.0
1.2134426e-05;-0.46641484;0.029781887;-9021.369;-9021.34;-2572.2427;0.0;0.0
1.2131189e-05;-0.46637005;0.029768903;-9021.373;-9021.344;-2571.9956;0.0;0.0
1.212863e-05;-0.46633342;0.029757146;-9021.379;-9021.35;-2571.7937;0.0;0.0
1.2125938e-05;-0.46629396;0.02974451;-9021.395;-9021.365;-2571.576;0.0;0.0
1.2123016e-05;-0.46625155;0.029730804;-9021.406;-9021.377;-2571.342;0.0;0.0
1.2119829e-05;-0.46619064;0.029716063;-9021.412;-9021.383;-2571.006;0.0;0.0
1.2116452e-05;-0.46618345;0.029703103;-9021.428;-9021.398;-2570.9666;0.0;0.0
1.2114045e-05;-0.46612123;0.029692024;-9021.441;-9021.412;-2570.6233;0.0;0.0
1.21115345e-05;-0.46609965;0.029680945;-9021.45;-9021.421;-2570.5042;0.0;0.0
1.2109128e-05;-0.4660859;0.029670056;-9021.462;-9021.433;-2570.4285;0.0;0.0
1.2106691e-05;-0.46603215;0.029657403;-9021.473;-9021.443;-2570.1318;0.0;0.0
1.2103474e-05;-0.46598077;0.02964339;-9021.4795;-9021.45;-2569.8486;0.0;0.0
